  Matrix elements < ab | V | cd> in mscheme
 Legend: a  b  c  d and  < ab | V | cd>
   4  19   4   3     -.398366E-01
   4  19   4   7     -.189479E+00
   4  19   4  11     -.421114E+00
   4  19   4  15     -.585235E+00
   4  19   4  19     -.597525E+00
   4  19   4  23     -.489267E+00
   4  19   7   4     0.189479E+00
   4  19   7   8     0.334056E+00
   4  19   7  12     0.350230E+00
   4  19   7  16     0.258125E+00
   4  19   7  20     0.176444E+00
   4  19   8   3     -.189479E+00
   4  19   8   7     -.334056E+00
   4  19   8  11     -.350230E+00
   4  19   8  15     -.258125E+00
   4  19   8  19     -.176444E+00
   4  19  11   4     0.421114E+00
   4  19  11   8     0.350230E+00
   4  19  11  12     0.164957E+00
   4  19  11  16     0.372200E-01
   4  19  12   3     -.421114E+00
   4  19  12   7     -.350230E+00
   4  19  12  11     -.164957E+00
   4  19  12  15     -.372200E-01
   4  19  15   4     0.585235E+00
   4  19  15   8     0.258125E+00
   4  19  15  12     0.372200E-01
   4  19  16   3     -.585235E+00
   4  19  16   7     -.258125E+00
   4  19  16  11     -.372200E-01
   4  19  19   4     0.597525E+00
   4  19  19   8     0.176444E+00
   4  19  20   3     -.597525E+00
   4  19  20   7     -.176444E+00
   4  19  23   4     0.489267E+00
   4  19  24   3     -.489267E+00
   4  23   3   4     -.336279E-02
   4  23   3   8     0.429497E-01
   4  23   3  12     0.182769E+00
   4  23   3  16     0.363744E+00
   4  23   3  20     0.489267E+00
   4  23   3  24     0.509175E+00
   4  23   4   3     0.336279E-02
   4  23   4   7     -.429497E-01
   4  23   4  11     -.182769E+00
   4  23   4  15     -.363744E+00
   4  23   4  19     -.489267E+00
   4  23   4  23     -.509175E+00
   4  23   7   4     0.429497E-01
   4  23   7   8     0.121255E+00
   4  23   7  12     0.202250E+00
   4  23   7  16     0.210324E+00
   4  23   7  20     0.167948E+00
   4  23   8   3     -.429497E-01
   4  23   8   7     -.121255E+00
   4  23   8  11     -.202250E+00
   4  23   8  15     -.210324E+00
   4  23   8  19     -.167948E+00
   4  23  11   4     0.182769E+00
   4  23  11   8     0.202250E+00
   4  23  11  12     0.133816E+00
   4  23  11  16     0.388810E-01
   4  23  12   3     -.182769E+00
   4  23  12   7     -.202250E+00
   4  23  12  11     -.133816E+00
   4  23  12  15     -.388810E-01
   4  23  15   4     0.363744E+00
   4  23  15   8     0.210324E+00
   4  23  15  12     0.388810E-01
   4  23  16   3     -.363744E+00
   4  23  16   7     -.210324E+00
   4  23  16  11     -.388810E-01
   4  23  19   4     0.489267E+00
   4  23  19   8     0.167948E+00
   4  23  20   3     -.489267E+00
   4  23  20   7     -.167948E+00
   4  23  23   4     0.509175E+00
   4  23  24   3     -.509175E+00
   7   4   3   4     -.184611E+01
   7   4   3   8     -.191476E+01
   7   4   3  12     -.113668E+01
   7   4   3  16     -.522785E+00
   7   4   3  20     -.189479E+00
   7   4   3  24     -.429497E-01
   7   4   4   3     0.184611E+01
   7   4   4   7     0.191476E+01
   7   4   4  11     0.113668E+01
   7   4   4  15     0.522785E+00
   7   4   4  19     0.189479E+00
   7   4   4  23     0.429497E-01
   7   4   7   4     -.191476E+01
   7   4   7   8     -.844547E+00
   7   4   7  12     -.517485E+00
   7   4   7  16     -.269544E+00
   7   4   7  20     -.776685E-01
   7   4   8   3     0.191476E+01
   7   4   8   7     0.844547E+00
   7   4   8  11     0.517485E+00
   7   4   8  15     0.269544E+00
   7   4   8  19     0.776685E-01
   7   4  11   4     -.113668E+01
   7   4  11   8     -.517485E+00
   7   4  11  12     -.203748E+00
   7   4  11  16     -.465866E-01
   7   4  12   3     0.113668E+01
   7   4  12   7     0.517485E+00
   7   4  12  11     0.203748E+00
   7   4  12  15     0.465866E-01
   7   4  15   4     -.522785E+00
   7   4  15   8     -.269544E+00
   7   4  15  12     -.465866E-01
   7   4  16   3     0.522785E+00
   7   4  16   7     0.269544E+00
   7   4  16  11     0.465866E-01
   7   4  19   4     -.189479E+00
   7   4  19   8     -.776685E-01
   7   4  20   3     0.189479E+00
   7   4  20   7     0.776685E-01
   7   4  23   4     -.429497E-01
   7   4  24   3     0.429497E-01
   7   8   3   4     -.118538E+01
   7   8   3   8     -.844547E+00
   7   8   3  12     -.857148E+00
   7   8   3  16     -.624809E+00
   7   8   3  20     -.334056E+00
   7   8   3  24     -.121255E+00
   7   8   4   3     0.118538E+01
   7   8   4   7     0.844547E+00
   7   8   4  11     0.857148E+00
   7   8   4  15     0.624809E+00
   7   8   4  19     0.334056E+00
   7   8   4  23     0.121255E+00
   7   8   7   4     -.844547E+00
   7   8   7   8     -.158952E+01
   7   8   7  12     -.733454E+00
   7   8   7  16     -.267269E+00
   7   8   7  20     -.664987E-01
   7   8   8   3     0.844547E+00
   7   8   8   7     0.158952E+01
   7   8   8  11     0.733454E+00
   7   8   8  15     0.267269E+00
   7   8   8  19     0.664987E-01
   7   8  11   4     -.857148E+00
   7   8  11   8     -.733454E+00
   7   8  11  12     -.589632E+00
   7   8  11  16     -.261723E+00
   7   8  12   3     0.857148E+00
   7   8  12   7     0.733454E+00
   7   8  12  11     0.589632E+00
   7   8  12  15     0.261723E+00
   7   8  15   4     -.624809E+00
   7   8  15   8     -.267269E+00
   7   8  15  12     -.261723E+00
   7   8  16   3     0.624809E+00
   7   8  16   7     0.267269E+00
   7   8  16  11     0.261723E+00
   7   8  19   4     -.334056E+00
   7   8  19   8     -.664987E-01
   7   8  20   3     0.334056E+00
   7   8  20   7     0.664987E-01
   7   8  23   4     -.121255E+00
   7   8  24   3     0.121255E+00
   7  12   3   4     -.511731E+00
   7  12   3   8     -.517485E+00
   7  12   3  12     -.453271E+00
   7  12   3  16     -.445327E+00
   7  12   3  20     -.350230E+00
   7  12   3  24     -.202250E+00
   7  12   4   3     0.511731E+00
   7  12   4   7     0.517485E+00
   7  12   4  11     0.453271E+00
   7  12   4  15     0.445327E+00
   7  12   4  19     0.350230E+00
   7  12   4  23     0.202250E+00
   7  12   7   4     -.517485E+00
   7  12   7   8     -.733454E+00
   7  12   7  12     -.906355E+00
   7  12   7  16     -.508995E+00
   7  12   7  20     -.179177E+00
   7  12   8   3     0.517485E+00
   7  12   8   7     0.733454E+00
   7  12   8  11     0.906355E+00
   7  12   8  15     0.508995E+00
   7  12   8  19     0.179177E+00
   7  12  11   4     -.453271E+00
   7  12  11   8     -.906355E+00
   7  12  11  12     -.472704E+00
   7  12  11  16     -.320663E+00
   7  12  12   3     0.453271E+00
   7  12  12   7     0.906355E+00
   7  12  12  11     0.472704E+00
   7  12  12  15     0.320663E+00
   7  12  15   4     -.445327E+00
   7  12  15   8     -.508995E+00
   7  12  15  12     -.320663E+00
   7  12  16   3     0.445327E+00
   7  12  16   7     0.508995E+00
   7  12  16  11     0.320663E+00
   7  12  19   4     -.350230E+00
   7  12  19   8     -.179177E+00
   7  12  20   3     0.350230E+00
   7  12  20   7     0.179177E+00
   7  12  23   4     -.202250E+00
   7  12  24   3     0.202250E+00
   7  16   3   4     -.137998E+00
   7  16   3   8     -.269544E+00
   7  16   3  12     -.282725E+00
   7  16   3  16     -.268095E+00
   7  16   3  20     -.258125E+00
   7  16   3  24     -.210324E+00
   7  16   4   3     0.137998E+00
   7  16   4   7     0.269544E+00
   7  16   4  11     0.282725E+00
   7  16   4  15     0.268095E+00
   7  16   4  19     0.258125E+00
   7  16   4  23     0.210324E+00
   7  16   7   4     -.269544E+00
   7  16   7   8     -.267269E+00
   7  16   7  12     -.508995E+00
   7  16   7  16     -.573730E+00
   7  16   7  20     -.361770E+00
   7  16   8   3     0.269544E+00
   7  16   8   7     0.267269E+00
   7  16   8  11     0.508995E+00
   7  16   8  15     0.573730E+00
   7  16   8  19     0.361770E+00
   7  16  11   4     -.282725E+00
   7  16  11   8     -.508995E+00
   7  16  11  12     -.508252E+00
   7  16  11  16     -.285013E+00
   7  16  12   3     0.282725E+00
   7  16  12   7     0.508995E+00
   7  16  12  11     0.508252E+00
   7  16  12  15     0.285013E+00
   7  16  15   4     -.268095E+00
   7  16  15   8     -.573730E+00
   7  16  15  12     -.285013E+00
   7  16  16   3     0.268095E+00
   7  16  16   7     0.573730E+00
   7  16  16  11     0.285013E+00
   7  16  19   4     -.258125E+00
   7  16  19   8     -.361770E+00
   7  16  20   3     0.258125E+00
   7  16  20   7     0.361770E+00
   7  16  23   4     -.210324E+00
   7  16  24   3     0.210324E+00
   7  20   3   4     0.143986E-01
   7  20   3   8     -.776685E-01
   7  20   3  12     -.168162E+00
   7  20   3  16     -.182706E+00
   7  20   3  20     -.176444E+00
   7  20   3  24     -.167948E+00
   7  20   4   3     -.143986E-01
   7  20   4   7     0.776685E-01
   7  20   4  11     0.168162E+00
   7  20   4  15     0.182706E+00
   7  20   4  19     0.176444E+00
   7  20   4  23     0.167948E+00
   7  20   7   4     -.776685E-01
   7  20   7   8     -.664987E-01
   7  20   7  12     -.179177E+00
   7  20   7  16     -.361770E+00
   7  20   7  20     -.399122E+00
   7  20   8   3     0.776685E-01
   7  20   8   7     0.664987E-01
   7  20   8  11     0.179177E+00
   7  20   8  15     0.361770E+00
   7  20   8  19     0.399122E+00
   7  20  11   4     -.168162E+00
   7  20  11   8     -.179177E+00
   7  20  11  12     -.332416E+00
   7  20  11  16     -.293265E+00
   7  20  12   3     0.168162E+00
   7  20  12   7     0.179177E+00
   7  20  12  11     0.332416E+00
   7  20  12  15     0.293265E+00
   7  20  15   4     -.182706E+00
   7  20  15   8     -.361770E+00
   7  20  15  12     -.293265E+00
   7  20  16   3     0.182706E+00
   7  20  16   7     0.361770E+00
   7  20  16  11     0.293265E+00
   7  20  19   4     -.176444E+00
   7  20  19   8     -.399122E+00
   7  20  20   3     0.176444E+00
   7  20  20   7     0.399122E+00
   7  20  23   4     -.167948E+00
   7  20  24   3     0.167948E+00
   8   3   3   4     0.184611E+01
   8   3   3   8     0.191476E+01
   8   3   3  12     0.113668E+01
   8   3   3  16     0.522785E+00
   8   3   3  20     0.189479E+00
   8   3   3  24     0.429497E-01
   8   3   4   3     -.184611E+01
   8   3   4   7     -.191476E+01
   8   3   4  11     -.113668E+01
   8   3   4  15     -.522785E+00
   8   3   4  19     -.189479E+00
   8   3   4  23     -.429497E-01
   8   3   7   4     0.191476E+01
   8   3   7   8     0.844547E+00
   8   3   7  12     0.517485E+00
   8   3   7  16     0.269544E+00
   8   3   7  20     0.776685E-01
   8   3   8   3     -.191476E+01
   8   3   8   7     -.844547E+00
   8   3   8  11     -.517485E+00
   8   3   8  15     -.269544E+00
   8   3   8  19     -.776685E-01
   8   3  11   4     0.113668E+01
   8   3  11   8     0.517485E+00
   8   3  11  12     0.203748E+00
   8   3  11  16     0.465866E-01
   8   3  12   3     -.113668E+01
   8   3  12   7     -.517485E+00
   8   3  12  11     -.203748E+00
   8   3  12  15     -.465866E-01
   8   3  15   4     0.522785E+00
   8   3  15   8     0.269544E+00
   8   3  15  12     0.465866E-01
   8   3  16   3     -.522785E+00
   8   3  16   7     -.269544E+00
   8   3  16  11     -.465866E-01
   8   3  19   4     0.189479E+00
   8   3  19   8     0.776685E-01
   8   3  20   3     -.189479E+00
   8   3  20   7     -.776685E-01
   8   3  23   4     0.429497E-01
   8   3  24   3     -.429497E-01
   8   7   3   4     0.118538E+01
   8   7   3   8     0.844547E+00
   8   7   3  12     0.857148E+00
   8   7   3  16     0.624809E+00
   8   7   3  20     0.334056E+00
   8   7   3  24     0.121255E+00
   8   7   4   3     -.118538E+01
   8   7   4   7     -.844547E+00
   8   7   4  11     -.857148E+00
   8   7   4  15     -.624809E+00
   8   7   4  19     -.334056E+00
   8   7   4  23     -.121255E+00
   8   7   7   4     0.844547E+00
   8   7   7   8     0.158952E+01
   8   7   7  12     0.733454E+00
   8   7   7  16     0.267269E+00
   8   7   7  20     0.664987E-01
   8   7   8   3     -.844547E+00
   8   7   8   7     -.158952E+01
   8   7   8  11     -.733454E+00
   8   7   8  15     -.267269E+00
   8   7   8  19     -.664987E-01
   8   7  11   4     0.857148E+00
   8   7  11   8     0.733454E+00
   8   7  11  12     0.589632E+00
   8   7  11  16     0.261723E+00
   8   7  12   3     -.857148E+00
   8   7  12   7     -.733454E+00
   8   7  12  11     -.589632E+00
   8   7  12  15     -.261723E+00
   8   7  15   4     0.624809E+00
   8   7  15   8     0.267269E+00
   8   7  15  12     0.261723E+00
   8   7  16   3     -.624809E+00
   8   7  16   7     -.267269E+00
   8   7  16  11     -.261723E+00
   8   7  19   4     0.334056E+00
   8   7  19   8     0.664987E-01
   8   7  20   3     -.334056E+00
   8   7  20   7     -.664987E-01
   8   7  23   4     0.121255E+00
   8   7  24   3     -.121255E+00
   8  11   3   4     0.511731E+00
   8  11   3   8     0.517485E+00
   8  11   3  12     0.453271E+00
   8  11   3  16     0.445327E+00
   8  11   3  20     0.350230E+00
   8  11   3  24     0.202250E+00
   8  11   4   3     -.511731E+00
   8  11   4   7     -.517485E+00
   8  11   4  11     -.453271E+00
   8  11   4  15     -.445327E+00
   8  11   4  19     -.350230E+00
   8  11   4  23     -.202250E+00
   8  11   7   4     0.517485E+00
   8  11   7   8     0.733454E+00
   8  11   7  12     0.906355E+00
   8  11   7  16     0.508995E+00
   8  11   7  20     0.179177E+00
   8  11   8   3     -.517485E+00
   8  11   8   7     -.733454E+00
   8  11   8  11     -.906355E+00
   8  11   8  15     -.508995E+00
   8  11   8  19     -.179177E+00
   8  11  11   4     0.453271E+00
   8  11  11   8     0.906355E+00
   8  11  11  12     0.472704E+00
   8  11  11  16     0.320663E+00
   8  11  12   3     -.453271E+00
   8  11  12   7     -.906355E+00
   8  11  12  11     -.472704E+00
   8  11  12  15     -.320663E+00
   8  11  15   4     0.445327E+00
   8  11  15   8     0.508995E+00
   8  11  15  12     0.320663E+00
   8  11  16   3     -.445327E+00
   8  11  16   7     -.508995E+00
   8  11  16  11     -.320663E+00
   8  11  19   4     0.350230E+00
   8  11  19   8     0.179177E+00
   8  11  20   3     -.350230E+00
   8  11  20   7     -.179177E+00
   8  11  23   4     0.202250E+00
   8  11  24   3     -.202250E+00
   8  15   3   4     0.137998E+00
   8  15   3   8     0.269544E+00
   8  15   3  12     0.282725E+00
   8  15   3  16     0.268095E+00
   8  15   3  20     0.258125E+00
   8  15   3  24     0.210324E+00
   8  15   4   3     -.137998E+00
   8  15   4   7     -.269544E+00
   8  15   4  11     -.282725E+00
   8  15   4  15     -.268095E+00
   8  15   4  19     -.258125E+00
   8  15   4  23     -.210324E+00
   8  15   7   4     0.269544E+00
   8  15   7   8     0.267269E+00
   8  15   7  12     0.508995E+00
   8  15   7  16     0.573730E+00
   8  15   7  20     0.361770E+00
   8  15   8   3     -.269544E+00
   8  15   8   7     -.267269E+00
   8  15   8  11     -.508995E+00
   8  15   8  15     -.573730E+00
   8  15   8  19     -.361770E+00
   8  15  11   4     0.282725E+00
   8  15  11   8     0.508995E+00
   8  15  11  12     0.508252E+00
   8  15  11  16     0.285013E+00
   8  15  12   3     -.282725E+00
   8  15  12   7     -.508995E+00
   8  15  12  11     -.508252E+00
   8  15  12  15     -.285013E+00
   8  15  15   4     0.268095E+00
   8  15  15   8     0.573730E+00
   8  15  15  12     0.285013E+00
   8  15  16   3     -.268095E+00
   8  15  16   7     -.573730E+00
   8  15  16  11     -.285013E+00
   8  15  19   4     0.258125E+00
   8  15  19   8     0.361770E+00
   8  15  20   3     -.258125E+00
   8  15  20   7     -.361770E+00
   8  15  23   4     0.210324E+00
   8  15  24   3     -.210324E+00
   8  19   3   4     -.143986E-01
   8  19   3   8     0.776685E-01
   8  19   3  12     0.168162E+00
   8  19   3  16     0.182706E+00
   8  19   3  20     0.176444E+00
   8  19   3  24     0.167948E+00
   8  19   4   3     0.143986E-01
   8  19   4   7     -.776685E-01
   8  19   4  11     -.168162E+00
   8  19   4  15     -.182706E+00
   8  19   4  19     -.176444E+00
   8  19   4  23     -.167948E+00
   8  19   7   4     0.776685E-01
   8  19   7   8     0.664987E-01
   8  19   7  12     0.179177E+00
   8  19   7  16     0.361770E+00
   8  19   7  20     0.399122E+00
   8  19   8   3     -.776685E-01
   8  19   8   7     -.664987E-01
   8  19   8  11     -.179177E+00
   8  19   8  15     -.361770E+00
   8  19   8  19     -.399122E+00
   8  19  11   4     0.168162E+00
   8  19  11   8     0.179177E+00
   8  19  11  12     0.332416E+00
   8  19  11  16     0.293265E+00
   8  19  12   3     -.168162E+00
   8  19  12   7     -.179177E+00
   8  19  12  11     -.332416E+00
   8  19  12  15     -.293265E+00
   8  19  15   4     0.182706E+00
   8  19  15   8     0.361770E+00
   8  19  15  12     0.293265E+00
   8  19  16   3     -.182706E+00
   8  19  16   7     -.361770E+00
   8  19  16  11     -.293265E+00
   8  19  19   4     0.176444E+00
   8  19  19   8     0.399122E+00
   8  19  20   3     -.176444E+00
   8  19  20   7     -.399122E+00
   8  19  23   4     0.167948E+00
   8  19  24   3     -.167948E+00
  11   4   3   4     -.649258E+00
  11   4   3   8     -.113668E+01
  11   4   3  12     -.111397E+01
  11   4   3  16     -.770775E+00
  11   4   3  20     -.421114E+00
  11   4   3  24     -.182769E+00
